Transaction_ID,Transaction_Date,Store_ID,Number_of_EMI,Purchased_in_Sale,Var1,Var2,Var3,Client_ID,Gender,DOB,Referred_Friend,Sales_Executive_ID,Sales_Executive_Category,Lead_Source_Category,Payment_Mode,Product_Category,Transaction_Amount
TRA98827194,2-Jan-03,STO1244,2,N,1,1,1,345822824,M,4-Jan-73,NO,SD23002237,B,Advertisment,Credit/Debit Card,Cat B,21000
TRA98828596,2-Jan-03,STO1247,2,N,1,1,1,345823828,F,29-Mar-72,NO,SD23000577,B,Advertisment,Cheque,Cat B,21600
TRA98827119,2-Jan-03,STO1247,2,N,1,1,1,345822772,F,6-Feb-72,NO,SD23000739,B,Advertisment,Credit/Debit Card,Cat B,24000
TRA98828428,2-Jan-03,STO1247,2,N,1,2,1,345823711,F,4-Jan-73,NO,SD23002703,B,Advertisment,Credit/Debit Card,Cat B,23400
TRA98827118,2-Jan-03,STO1292,2,N,1,1,1,345822771,F,26-Aug-72,YES,SD23011857,B,Advertisment,Other,Cat B,21000
TRA98828210,2-Jan-03,STO1239,2,N,1,1,1,345823559,F,7-Nov-71,NO,SD23011763,B,Advertisment,Cash,Cat B,22200
TRA98828385,2-Jan-03,STO1247,2,N,1,2,1,345823678,F,4-Feb-71,NO,SD23000217,B,Advertisment,Credit/Debit Card,Cat B,20400
TRA98827234,2-Jan-03,STO1247,2,N,1,1,1,345822852,M,9-Oct-71,NO,SD23000226,B,Advertisment,Credit/Debit Card,Cat B,22800
TRA98829063,2-Jan-03,STO1247,2,N,1,2,1,345824190,F,6-Mar-71,NO,SD23000452,B,Advertisment,Credit/Debit Card,Cat B,21600
TRA98829649,2-Jan-03,STO1252,2,N,1,1,1,345824634,M,17-Apr-71,YES,SD23011960,B,Advertisment,Other,Cat B,21600
TRA98828362,2-Jan-03,STO1281,2,N,1,1,1,345823658,M,17-Jun-71,NO,SD23011859,B,Advertisment,Credit/Debit Card,Cat B,18600
TRA98827873,2-Jan-03,STO1264,2,N,1,1,1,345823314,M,10-May-71,NO,SD23000817,B,Advertisment,Credit/Debit Card,Cat B,23400
TRA98828330,2-Jan-03,STO1264,2,N,1,2,1,345823634,M,4-Jan-72,NO,SD23002906,B,Advertisment,Credit/Debit Card,Cat B,21000
TRA98827609,2-Jan-03,STO1291,2,N,1,1,1,345823121,F,8-Nov-71,NO,SD23011738,B,Advertisment,Cheque,Cat B,19800
TRA98827666,2-Jan-03,STO1373,2,N,1,1,1,345823168,M,15-Apr-71,YES,SD23011856,B,Advertisment,Other,Cat B,18000
TRA98829400,2-Jan-03,STO1259,2,N,1,2,1,345824453,F,18-Jul-71,NO,SD23000497,B,Advertisment,Credit/Debit Card,Cat B,18000
TRA98828365,2-Jan-03,STO1259,2,N,1,2,1,345823662,M,10-May-71,YES,SD23021295,A,Walkin,Other,Cat B,19200
TRA98827614,2-Jan-03,STO1301,2,N,1,1,1,345823128,F,4-Mar-71,YES,SD23011740,B,Advertisment,Cheque,Cat B,21000
TRA98829061,2-Jan-03,STO1301,2,N,1,2,1,345824189,M,3-Aug-71,YES,SD23011740,B,Advertisment,Credit/Debit Card,Cat B,18000
TRA98827878,2-Jan-03,STO1242,2,N,1,1,1,345823318,F,6-Jan-71,NO,SD23011707,B,Advertisment,Cash,Cat B,24000
TRA98827858,2-Jan-03,STO1244,2,N,1,1,1,345823305,F,4-Jan-71,NO,SD23000721,B,Advertisment,Credit/Debit Card,Cat B,22800
TRA98826994,2-Jan-03,STO1247,2,N,1,2,1,345822683,M,6-Jan-71,NO,SD23000293,B,Advertisment,Credit/Debit Card,Cat B,18000
TRA98828451,2-Jan-03,STO1247,2,N,1,1,1,345823729,F,7-Dec-70,NO,SD23000577,B,Advertisment,Credit/Debit Card,Cat B,23400
TRA98828014,2-Jan-03,STO1264,2,N,1,1,1,345823420,M,25-Jun-70,NO,SD23000765,B,Advertisment,Credit/Debit Card,Cat B,21000
TRA98829050,2-Jan-03,STO1285,2,N,1,1,1,345824179,M,26-Mar-70,NO,SD23011896,B,Advertisment,Other,Cat B,22200
TRA98829515,2-Jan-03,STO1365,2,N,1,1,1,345824529,M,6-Jul-70,NO,SD23012391,B,Advertisment,Credit/Debit Card,Cat B,18000
TRA98829184,2-Jan-03,STO1380,2,N,1,1,1,345824281,M,26-Nov-70,NO,SD23000875,B,Reference,Credit/Debit Card,Cat B,22200
TRA98828366,2-Jan-03,STO1241,2,N,1,1,1,345823663,F,19-Feb-69,NO,SD23012582,B,Advertisment,Credit/Debit Card,Cat B,19800
TRA98828745,2-Jan-03,STO1244,2,N,1,2,1,345823950,F,6-Jan-70,NO,SD23002237,B,Advertisment,Credit/Debit Card,Cat B,22800
TRA98828727,2-Jan-03,STO1247,2,N,1,2,1,345823934,M,6-Apr-69,NO,SD23000452,B,Advertisment,Credit/Debit Card,Cat B,19800
TRA98828039,2-Jan-03,STO1272,2,N,1,1,1,345823436,M,9-Sep-69,NO,SD23000157,C,Other,Credit/Debit Card,Cat B,18000
TRA98828035,2-Jan-03,STO1239,2,N,1,2,1,345823434,M,11-Aug-68,NO,SD23011763,B,Advertisment,Credit/Debit Card,Cat B,19200
TRA98827577,2-Jan-03,STO1244,2,N,1,1,1,345823100,F,5-Jan-69,NO,SD23000169,B,Advertisment,Credit/Debit Card,Cat B,20400
TRA98828498,2-Jan-03,STO1250,2,N,1,2,1,345823766,M,26-Sep-68,NO,SD23011854,B,Advertisment,Cash,Cat B,23400
TRA98829531,2-Jan-03,STO1271,2,N,1,2,1,345824543,F,3-Jan-69,NO,SD23000223,B,Advertisment,Credit/Debit Card,Cat B,24000
TRA98826978,2-Jan-03,STO1247,2,N,1,1,1,345822671,M,6-Jan-68,NO,SD23000229,B,Advertisment,Credit/Debit Card,Cat B,19800
TRA98827231,2-Jan-03,STO1247,2,N,1,1,1,345822850,M,17-Aug-67,NO,SD23000577,B,Advertisment,Credit/Debit Card,Cat B,24000
TRA98826987,2-Jan-03,STO1251,2,N,1,1,1,345822677,F,4-Jan-68,NO,SD23005750,A,Walkin,Credit/Debit Card,Cat B,18600
TRA98827692,2-Jan-03,STO1251,2,N,1,1,1,345823187,M,14-Oct-67,NO,SD23011686,B,Advertisment,Credit/Debit Card,Cat B,22200
TRA98828124,2-Jan-03,STO1308,2,N,1,1,1,345823496,M,21-Apr-67,YES,SD23011806,B,Advertisment,Cheque,Cat B,22800
TRA98826898,2-Jan-03,STO1256,2,N,1,1,1,345822613,M,24-May-67,NO,SD23011691,B,Advertisment,Credit/Debit Card,Cat B,23400
TRA98829298,2-Jan-03,STO1319,2,N,1,2,1,345824375,M,5-Jan-68,NO,SD23014461,B,Advertisment,Credit/Debit Card,Cat B,19800
TRA98828429,2-Jan-03,STO1233,2,N,1,2,1,345823713,M,4-Dec-66,NO,SD23011684,B,Advertisment,Credit/Debit Card,Cat B,24000
TRA98828919,2-Jan-03,STO1321,2,N,1,1,1,345824088,M,14-Dec-66,NO,SD23011714,B,Advertisment,Cheque,Cat B,24000
TRA98829552,2-Jan-03,STO1256,2,N,1,1,1,345824557,M,19-Jan-66,YES,SD23011691,B,Advertisment,Credit/Debit Card,Cat B,21600
TRA98828446,2-Jan-03,STO1304,2,N,1,1,1,345823725,M,3-Jun-66,YES,SD23012027,B,Advertisment,Cheque,Cat B,19200
TRA98827863,2-Jan-03,STO1244,2,N,1,2,1,345823307,M,5-Jan-66,NO,SD23000969,B,Advertisment,Credit/Debit Card,Cat B,19200
TRA98828478,2-Jan-03,STO1264,2,N,1,1,1,345823753,M,4-Jan-66,NO,SD23000187,B,Advertisment,Credit/Debit Card,Cat B,21000
TRA98827838,2-Jan-03,STO1268,2,N,1,2,1,345823290,M,12-Jul-65,NO,SD23000272,B,Advertisment,Credit/Debit Card,Cat B,19800
TRA98829611,2-Jan-03,STO1308,2,N,1,1,1,345824606,M,6-Jan-66,NO,SD23011806,B,Advertisment,Cash,Cat B,22800
TRA98827777,2-Jan-03,STO1321,2,N,1,1,1,345823245,M,5-Jun-65,NO,SD23011714,B,Advertisment,Cheque,Cat B,21000
TRA98828602,2-Jan-03,STO1327,2,N,1,2,1,345823834,F,27-Jul-65,NO,SD23012302,B,Advertisment,Credit/Debit Card,Cat B,21600
TRA98828821,2-Jan-03,STO1247,2,N,1,1,1,345824010,M,8-Nov-64,NO,SD23001990,B,Advertisment,Credit/Debit Card,Cat B,18000
TRA98828413,2-Jan-03,STO1260,2,N,1,1,1,345823698,M,5-Jan-65,NO,SD23000212,B,Advertisment,Credit/Debit Card,Cat B,18000
TRA98829428,2-Jan-03,STO1291,2,N,1,2,1,345824475,M,16-Jun-64,NO,SD23011738,B,Advertisment,Credit/Debit Card,Cat B,21000
TRA98828684,2-Jan-03,STO1244,2,N,1,1,1,345823899,F,5-Jan-64,NO,SD23001035,B,Advertisment,Credit/Debit Card,Cat B,22200
TRA98827465,2-Jan-03,STO1281,2,N,1,2,1,345823019,F,5-Jan-64,NO,SD23011859,B,Advertisment,Credit/Debit Card,Cat B,20400
TRA98828813,2-Jan-03,STO1264,2,N,1,1,1,345824004,M,4-Jan-64,NO,SD23000187,B,Advertisment,Credit/Debit Card,Cat B,18600
TRA98826923,2-Jan-03,STO1291,2,N,1,2,1,345822632,M,7-Jun-63,NO,SD23011738,B,Advertisment,Credit/Debit Card,Cat B,24000
TRA98827981,2-Jan-03,STO1365,2,N,1,1,1,345823393,M,4-Oct-63,NO,SD23012391,B,Advertisment,Cheque,Cat B,18600
TRA98829196,2-Jan-03,STO1241,2,N,1,1,1,345824291,M,13-Jun-62,NO,SD23012582,B,Advertisment,Credit/Debit Card,Cat B,21000
TRA98827624,2-Jan-03,STO1244,2,N,1,1,1,345823138,F,5-Jan-63,NO,SD23000356,B,Advertisment,Credit/Debit Card,Cat B,21600
TRA98828311,2-Jan-03,STO1247,2,N,1,2,1,345823620,M,17-Mar-62,NO,SD23000452,B,Advertisment,Credit/Debit Card,Cat B,19800
TRA98828996,2-Jan-03,STO1297,2,N,1,1,1,345824144,M,13-May-62,YES,SD23016593,A,Walkin,Credit/Debit Card,Cat B,20400
TRA98827208,2-Jan-03,STO1285,2,N,1,1,1,345822835,M,28-Jul-62,NO,SD23011896,B,Advertisment,Credit/Debit Card,Cat B,19200
TRA98829112,2-Jan-03,STO1371,2,N,1,1,1,345824231,M,6-May-62,NO,SD23017278,B,Advertisment,Credit/Debit Card,Cat B,22800
TRA98828794,2-Jan-03,STO1244,2,N,1,1,1,345823988,F,4-Jan-62,NO,SD23000169,B,Advertisment,Credit/Debit Card,Cat B,23400
TRA98828609,2-Jan-03,STO1247,2,N,1,2,1,345823843,M,8-Apr-61,NO,SD23000452,B,Advertisment,Credit/Debit Card,Cat B,18600
TRA98827836,2-Jan-03,STO1247,2,N,1,2,1,345823288,M,4-Apr-61,NO,SD23000999,B,Advertisment,Credit/Debit Card,Cat B,23400
TRA98828634,2-Jan-03,STO1250,2,N,1,1,1,345823859,M,2-Jul-61,NO,SD23021298,A,Walkin,Credit/Debit Card,Cat B,18600
TRA98827842,2-Jan-03,STO1316,2,N,1,1,1,345823293,M,4-Aug-61,NO,SD23012861,A,Walkin,Credit/Debit Card,Cat B,22800
TRA98828477,2-Jan-03,STO1301,2,N,1,1,1,345823751,M,11-Jul-61,NO,SD23011740,B,Advertisment,Credit/Debit Card,Cat B,18600
TRA98827717,2-Jan-03,STO1365,2,N,1,1,1,345823206,M,18-Jun-61,NO,SD23012391,B,Advertisment,Credit/Debit Card,Cat B,19200
TRA98826965,2-Jan-03,STO1244,2,N,1,1,1,345822663,M,3-Jan-61,NO,SD23002237,B,Advertisment,Credit/Debit Card,Cat B,22800
TRA98827412,2-Jan-03,STO1247,2,N,1,1,1,345822981,M,2-Aug-60,NO,SD23000226,B,Advertisment,Credit/Debit Card,Cat B,24000
TRA98827557,2-Jan-03,STO1252,2,N,1,1,1,345768827,F,29-May-60,NO,SD23011960,B,Advertisment,Cheque,Cat B,24000
TRA98828320,2-Jan-03,STO1252,2,N,1,1,1,345768827,F,27-May-60,NO,SD23011960,B,Advertisment,Cheque,Cat B,19800
TRA98828306,2-Jan-03,STO1281,2,N,1,1,1,345823617,M,4-Mar-60,NO,SD23011859,B,Advertisment,Credit/Debit Card,Cat B,18000
TRA98827343,2-Jan-03,STO1390,2,N,1,1,1,345822931,M,7-Oct-60,NO,SD23011771,B,Advertisment,Credit/Debit Card,Cat B,21000
TRA98827250,2-Jan-03,STO1308,2,N,1,2,1,345822863,M,10-Oct-60,NO,SD23011962,B,Advertisment,Credit/Debit Card,Cat B,18000
TRA98827732,2-Jan-03,STO1244,2,N,1,2,1,345823215,F,5-Jan-60,NO,SD23001988,B,Advertisment,Credit/Debit Card,Cat B,19200
TRA98828500,2-Jan-03,STO1332,2,N,1,1,1,345823769,M,7-Sep-59,NO,SD23021261,B,Advertisment,Credit/Debit Card,Cat B,20400
TRA98827589,2-Jan-03,STO1251,2,N,1,1,1,345823107,F,20-Oct-59,NO,SD23011686,B,Advertisment,Cash,Cat B,22200
TRA98827933,2-Jan-03,STO1271,2,N,1,2,1,345823364,M,21-Jul-59,NO,SD23012010,B,Advertisment,Cash,Cat B,24000
TRA98828566,2-Jan-03,STO1308,2,N,1,1,1,345823812,M,7-Jul-59,NO,SD23011962,B,Advertisment,Cheque,Cat B,22800
TRA98828655,2-Jan-03,STO1308,2,N,1,1,1,345823875,M,4-Apr-59,NO,SD23011962,B,Advertisment,Cheque,Cat B,23400
TRA98826920,2-Jan-03,STO1279,2,N,1,2,1,345822628,M,8-Feb-59,YES,SD23003683,A,Walkin,Credit/Debit Card,Cat B,22800
TRA98827748,2-Jan-03,STO1256,2,N,1,1,1,345823227,F,16-Feb-59,NO,SD23011691,B,Advertisment,Credit/Debit Card,Cat B,19800
TRA98829056,2-Jan-03,STO1331,2,N,1,1,1,345824184,M,4-Jan-60,NO,SD23001557,B,Advertisment,Credit/Debit Card,Cat B,20400
TRA98829109,2-Jan-03,STO1242,2,N,1,1,1,345824230,M,27-May-58,NO,SD23011707,B,Advertisment,Credit/Debit Card,Cat B,24000
TRA98827905,2-Jan-03,STO1247,2,N,1,2,1,345823340,F,5-Jan-59,NO,SD23000487,B,Advertisment,Credit/Debit Card,Cat B,21000
TRA98829261,2-Jan-03,STO1247,2,N,1,1,1,345824339,F,19-Apr-58,YES,SD23000577,B,Advertisment,Credit/Debit Card,Cat B,18600
TRA98828009,2-Jan-03,STO1281,2,N,1,1,1,345823415,M,5-Jan-59,NO,SD23000265,B,Advertisment,Credit/Debit Card,Cat B,18000
TRA98828298,2-Jan-03,STO1281,2,N,1,1,1,345823613,M,5-Jan-59,NO,SD23011859,B,Advertisment,Credit/Debit Card,Cat B,23400
TRA98828664,2-Jan-03,STO1388,2,N,1,1,1,345823883,M,10-Feb-58,NO,SD23014211,A,Walkin,Credit/Debit Card,Cat B,18600
TRA98827637,2-Jan-03,STO1255,2,N,1,2,1,345823146,F,4-Jan-59,NO,SD23012671,B,Advertisment,Credit/Debit Card,Cat B,19200
TRA98828730,2-Jan-03,STO1285,2,N,1,1,1,345823938,F,13-Apr-58,NO,SD23011711,B,Advertisment,Credit/Debit Card,Cat B,23400
TRA98829540,2-Jan-03,STO1244,2,N,1,2,1,345824549,F,4-Jan-58,NO,SD23000969,B,Advertisment,Credit/Debit Card,Cat B,19800
TRA98828866,2-Jan-03,STO1270,2,N,1,1,1,345824047,M,4-Jan-58,NO,SD23000221,B,Advertisment,Credit/Debit Card,Cat B,22800
TRA98828077,2-Jan-03,STO1271,2,N,1,1,1,345823461,M,4-Apr-57,NO,SD23012264,B,Advertisment,Credit/Debit Card,Cat B,19800
TRA98827926,2-Jan-03,STO1277,2,N,1,1,1,345822871,F,10-Sep-57,YES,SD23011688,B,Advertisment,Credit/Debit Card,Cat B,22800
TRA98827740,2-Jan-03,STO1277,2,N,1,1,1,345823222,M,25-May-57,YES,SD23011688,B,Advertisment,Credit/Debit Card,Cat B,18000
TRA98827626,2-Jan-03,STO1276,2,N,1,1,1,345823140,F,5-Jan-58,NO,SD23000250,B,Advertisment,Credit/Debit Card,Cat B,21600
TRA98828964,2-Jan-03,STO1304,2,N,1,1,1,345824120,F,24-Mar-57,NO,SD23012027,B,Advertisment,Cash,Cat B,21000
TRA98828936,2-Jan-03,STO1264,2,N,1,1,1,345824100,M,28-Aug-56,NO,SD23000694,B,Advertisment,Credit/Debit Card,Cat B,18600
TRA98827521,2-Jan-03,STO1242,2,N,1,1,1,345823061,F,19-Jun-55,NO,SD23011707,B,Advertisment,Cheque,Cat B,21000
TRA98827986,2-Jan-03,STO1247,2,N,1,2,1,345823397,M,5-Mar-55,NO,SD23000217,B,Advertisment,Credit/Debit Card,Cat B,24000
TRA98828254,2-Jan-03,STO1264,2,N,1,2,1,345823585,F,6-Feb-55,NO,SD23000736,B,Advertisment,Credit/Debit Card,Cat B,24000
TRA98828119,2-Jan-03,STO1264,2,N,1,1,1,345823492,M,5-Jul-55,NO,SD23001883,B,Advertisment,Credit/Debit Card,Cat B,20400
TRA98827839,2-Jan-03,STO1316,2,N,1,1,1,345823292,F,2-May-55,NO,SD23011712,B,Advertisment,Credit/Debit Card,Cat B,24000
TRA98829305,2-Jan-03,STO1260,2,N,1,1,1,345824381,F,5-Jan-56,NO,SD23001030,B,Advertisment,Credit/Debit Card,Cat B,22200
TRA98829038,2-Jan-03,STO1260,2,N,1,2,1,345824173,M,26-Sep-55,NO,SD23010574,A,Walkin,Credit/Debit Card,Cat B,22200
TRA98829295,2-Jan-03,STO1241,2,N,1,1,1,345824372,M,4-Jun-54,YES,SD23012582,B,Advertisment,Other,Cat B,21000
TRA98829391,2-Jan-03,STO1244,2,N,1,1,1,345824445,F,6-Jan-55,NO,SD23002304,B,Advertisment,Credit/Debit Card,Cat B,23400
TRA98828103,2-Jan-03,STO1268,2,N,1,2,1,345823480,M,5-Jan-55,NO,SD23001118,B,Advertisment,Credit/Debit Card,Cat B,18000
TRA98827340,2-Jan-03,STO1247,2,N,1,1,1,345822929,F,6-Jan-54,NO,SD23011736,B,Advertisment,Credit/Debit Card,Cat B,21000
TRA98829322,2-Jan-03,STO1277,2,N,1,2,1,345818762,M,18-Apr-53,NO,SD23011688,B,Advertisment,Credit/Debit Card,Cat B,20400
TRA98826877,2-Jan-03,STO1247,2,N,1,1,1,345822599,F,3-Jan-53,NO,SD23001162,B,Advertisment,Credit/Debit Card,Cat B,22800
TRA98828893,2-Jan-03,STO1332,2,N,1,1,1,345824070,M,17-Sep-52,NO,SD23011797,B,Advertisment,Credit/Debit Card,Cat B,20400
TRA98827163,2-Jan-03,STO1340,2,N,1,1,1,345822801,M,10-May-51,NO,SD23021291,A,Walkin,Credit/Debit Card,Cat B,23400
TRA98829460,2-Jan-03,STO1256,2,N,1,2,1,345824492,M,19-Nov-50,NO,SD23011691,B,Advertisment,Cheque,Cat B,20400
TRA98827114,2-Jan-03,STO1432,2,N,1,2,1,345648368,M,9-Jan-48,NO,SD23002194,B,Reference,Credit/Debit Card,Cat B,18000
TRA98827204,2-Jan-03,STO1233,2,N,1,1,1,345822830,F,30-Aug-46,NO,SD23011684,B,Advertisment,Cheque,Cat B,18600
TRA98828636,2-Jan-03,STO1282,2,N,1,1,1,345823861,M,21-May-45,YES,SD23009074,A,Walkin,Credit/Debit Card,Cat B,24000
TRA98829518,2-Jan-03,STO1268,2,N,1,2,1,345824532,M,6-Jan-43,NO,SD23000201,B,Advertisment,Credit/Debit Card,Cat B,21000
TRA98827393,2-Jan-03,STO1266,2,N,1,1,1,345822966,M,26-May-62,YES,SD23000439,B,Advertisment,Cheque,Cat B,23790
TRA98828209,2-Jan-03,STO1367,2,N,1,1,1,345823558,M,1-Jan-62,NO,SD23014569,A,Walkin,Credit/Debit Card,Cat A,18438
TRA98829318,2-Jan-03,STO1287,2,N,1,1,1,345824394,F,9-May-74,NO,SD23000701,B,Advertisment,Credit/Debit Card,Cat B,20764
TRA98829027,2-Jan-03,STO1250,2,N,1,1,1,345824163,M,17-Jun-72,NO,SD23011854,B,Advertisment,Credit/Debit Card,Cat A,23024
TRA98828802,2-Jan-03,STO1264,2,N,1,2,1,345823994,M,15-Mar-67,NO,SD23000742,B,Advertisment,Credit/Debit Card,Cat B,23800
TRA98827929,2-Jan-03,STO1291,2,N,1,1,1,345823359,M,14-Jun-63,NO,SD23011738,B,Advertisment,Cheque,Cat B,28000
TRA98828718,2-Jan-03,STO1283,2,N,1,2,1,345823925,M,12-Aug-62,NO,SD23011682,B,Advertisment,Credit/Debit Card,Cat B,24500
TRA98827530,2-Jan-03,STO1247,2,N,1,1,1,345823066,M,15-Feb-59,NO,SD23011736,B,Advertisment,Cheque,Cat B,22400
TRA98828873,2-Jan-03,STO1277,2,N,1,2,1,345824054,M,20-Apr-56,NO,SD23011688,B,Advertisment,Credit/Debit Card,Cat C,28107
TRA98826856,2-Jan-03,STO1244,2,N,1,2,1,345822590,F,4-Jan-61,NO,SD23002237,B,Advertisment,Credit/Debit Card,Cat C,25634
TRA98828329,2-Jan-03,STO1233,2,N,1,1,1,345823633,M,10-Jun-77,NO,SD23011684,B,Advertisment,Cash,Cat C,25788
TRA98827306,2-Jan-03,STO1250,2,N,1,2,1,345822906,M,10-Mar-72,YES,SD23011854,B,Advertisment,Credit/Debit Card,Cat B,30400
TRA98829251,2-Jan-03,STO1247,2,N,1,1,1,345824331,F,6-Mar-62,NO,SD23000200,B,Advertisment,Credit/Debit Card,Cat B,25600
TRA98828880,2-Jan-03,STO1256,2,N,1,1,1,345824060,M,26-May-76,NO,SD23011691,B,Advertisment,Cheque,Cat C,27578
TRA98827701,2-Jan-03,STO1291,2,N,1,2,1,345823193,F,29-Nov-81,NO,SD23011738,B,Advertisment,Cheque,Cat A,26812
TRA98828326,2-Jan-03,STO1316,2,N,1,1,1,345823631,M,5-Jan-72,NO,SD23011712,B,Advertisment,Credit/Debit Card,Cat B,36000
TRA98829129,2-Jan-03,STO1264,2,N,1,1,1,345824241,M,6-Jan-72,NO,SD23000765,B,Advertisment,Credit/Debit Card,Cat A,31209
TRA98827380,2-Jan-03,STO1233,2,N,1,1,1,345822959,M,5-Apr-70,NO,SD23000219,B,Advertisment,Credit/Debit Card,Cat B,28479
TRA98828360,2-Jan-03,STO1308,2,N,1,1,1,345823656,M,5-Sep-71,NO,SD23011962,B,Advertisment,Other,Cat A,31984
TRA98829592,2-Jan-03,STO1271,2,N,1,1,1,345824591,M,27-Feb-61,NO,SD23012010,B,Advertisment,Cheque,Cat B,32000
TRA98828887,2-Jan-03,STO1244,2,N,1,2,1,345824064,M,18-Jul-70,NO,SD23002864,B,Advertisment,Credit/Debit Card,Cat B,32000
TRA98828643,2-Jan-03,STO1247,2,N,1,1,1,345823866,M,10-Apr-57,NO,SD23000349,B,Advertisment,Credit/Debit Card,Cat B,35000
TRA98828142,2-Jan-03,STO1235,2,N,1,2,1,345823510,F,20-Jan-81,NO,SD23012183,B,Advertisment,Credit/Debit Card,Cat B,30000
TRA98827322,2-Jan-03,STO1264,2,N,1,1,1,345822917,F,6-Apr-81,NO,SD23000765,B,Advertisment,Credit/Debit Card,Cat B,32000
TRA98828721,2-Jan-03,STO1365,2,N,1,1,1,345823929,M,25-Mar-81,NO,SD23012391,B,Advertisment,Credit/Debit Card,Cat B,39000
TRA98828553,2-Jan-03,STO1285,2,N,1,1,1,345823803,M,5-Jul-80,NO,SD23011711,B,Advertisment,Credit/Debit Card,Cat B,32000
TRA98827350,2-Jan-03,STO1233,2,N,1,1,1,345822935,M,9-Mar-79,YES,SD23011684,B,Advertisment,Other,Cat B,37000
TRA98829319,2-Jan-03,STO1244,2,N,1,2,1,345824395,F,5-Jan-80,NO,SD23000169,B,Advertisment,Credit/Debit Card,Cat B,32000
TRA98829028,2-Jan-03,STO1308,2,N,1,1,1,345824164,M,28-Dec-79,YES,SD23011962,B,Advertisment,Other,Cat B,33000
TRA98829446,2-Jan-03,STO1271,2,N,1,1,1,345824483,M,12-Dec-78,YES,SD23012010,B,Advertisment,Cheque,Cat B,32000
TRA98827237,2-Jan-03,STO1285,2,N,1,1,1,345822856,F,16-Apr-78,YES,SD23011896,B,Advertisment,Credit/Debit Card,Cat B,32000
TRA98827989,2-Jan-03,STO1247,2,N,1,1,1,345823399,M,21-Apr-77,NO,SD23000470,B,Advertisment,Credit/Debit Card,Cat B,37000
TRA98827510,2-Jan-03,STO1260,2,N,1,1,1,345823054,F,5-Jan-78,NO,SD23001030,B,Advertisment,Credit/Debit Card,Cat B,39000
TRA98827672,2-Jan-03,STO1239,2,N,1,1,1,345823172,M,2-Aug-75,YES,SD23011379,A,Walkin,Other,Cat B,40000
TRA98828075,2-Jan-03,STO1247,2,N,1,1,1,345823459,M,4-Jan-76,NO,SD23000821,B,Advertisment,Credit/Debit Card,Cat B,30000
TRA98827658,2-Jan-03,STO1247,2,N,1,1,1,345823161,M,6-Jan-76,NO,SD23001793,B,Advertisment,Credit/Debit Card,Cat B,38000
TRA98829079,2-Jan-03,STO1282,2,N,1,1,1,345824204,M,11-Aug-75,YES,SD23012513,B,Advertisment,Other,Cat B,30000
TRA98828808,2-Jan-03,STO1271,2,N,1,1,1,345823999,M,6-Jun-75,YES,SD23012010,B,Advertisment,Other,Cat B,31000
TRA98827564,2-Jan-03,STO1308,2,N,1,1,1,345823093,M,12-Oct-75,YES,SD23011806,B,Advertisment,Cheque,Cat B,39000
TRA98828394,2-Jan-03,STO1247,2,N,1,2,1,345823685,M,20-Mar-74,NO,SD23000226,B,Advertisment,Credit/Debit Card,Cat B,38000
TRA98827553,2-Jan-03,STO1255,2,N,1,1,1,345823084,M,5-Jan-75,NO,SD23012314,A,Walkin,Credit/Debit Card,Cat B,30000
TRA98827115,2-Jan-03,STO1291,2,N,1,1,1,345822770,F,24-Dec-74,NO,SD23011738,B,Advertisment,Cheque,Cat B,39000
TRA98828597,2-Jan-03,STO1244,2,N,1,1,1,345823829,M,7-May-73,NO,SD23000157,C,Other,Credit/Debit Card,Cat B,38000
TRA98827200,2-Jan-03,STO1244,2,N,1,1,1,345822826,M,6-Mar-73,NO,SD23011768,B,Advertisment,Cheque,Cat B,36000
TRA98827618,2-Jan-03,STO1244,2,N,1,1,1,345823134,F,5-Jan-72,NO,SD23002237,B,Advertisment,Credit/Debit Card,Cat B,39000
TRA98827764,2-Jan-03,STO1264,2,N,1,2,1,345823237,F,4-Jan-71,NO,SD23000187,B,Advertisment,Credit/Debit Card,Cat B,36000
TRA98828390,2-Jan-03,STO1233,2,N,1,2,1,345823683,M,19-May-69,NO,SD23011684,B,Advertisment,Credit/Debit Card,Cat B,39000
TRA98827997,2-Jan-03,STO1255,2,N,1,1,1,345823404,M,25-Jun-69,YES,SD23012671,B,Advertisment,Other,Cat B,34000
TRA98827556,2-Jan-03,STO1277,2,N,1,1,1,345823087,M,3-Feb-69,NO,SD23011688,B,Advertisment,Credit/Debit Card,Cat B,38000
TRA98828639,2-Jan-03,STO1291,2,N,1,1,1,345823863,F,7-Apr-69,NO,SD23011738,B,Advertisment,Credit/Debit Card,Cat B,30000
TRA98827503,2-Jan-03,STO1247,2,N,1,2,1,345823049,F,9-Jul-68,NO,SD23000739,B,Advertisment,Credit/Debit Card,Cat B,39000
TRA98827518,2-Jan-03,STO1373,2,N,1,1,1,345823059,M,7-Aug-68,NO,SD23011856,B,Advertisment,Credit/Debit Card,Cat B,33000
TRA98826917,2-Jan-03,STO1247,2,N,1,2,1,345822627,M,4-Dec-67,NO,SD23000999,B,Advertisment,Credit/Debit Card,Cat B,31000
TRA98827436,2-Jan-03,STO1263,2,N,1,2,1,345823000,M,6-Jan-68,NO,SD23000234,B,Advertisment,Credit/Debit Card,Cat B,32000
